Proyecto de Ley;Fecha Documento;Fecha de Presentación;N. Trámite;N. Documento;Estado;Comisión asignada;Fecha Calificación CAL;Proponentes
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO DE ORGANIZACIÓN TERRITORIAL, AUTONOMÍA Y DESCENTRALIZACIÓN (COOTAD) PARA OTORGAR FUNCIONES Y COMPETENCIAS A LOS GOBIERNOS AUTÓNOMOS DESCENTRALIZADOS PARROQUIALES RURALES";"2025-03-12";"2025-03-12";"462791";"462791";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Gobiernos Autónomos, Descentralización, Competencias y Organización del Territorio";"2025-04-22";"CHÁVEZ ANGAMARCA HUMBERTO AMADO(ASAMBLEÍSTA)"
"PROYECTO DE LEY SOBRE USO DE TECNOLOGÍAS BLOCKCHAIN EN ECUADOR";"2025-03-10";"2025-03-10";"462683";"462683";"INFORME PARA PRIMER DEBATE";"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales";"2025-03-21";"CASTILLO CAMPOVERDE ALEXANDRA ANDREA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNIA DE TRANSICIÓN ENERGÉTICA PARA LA PROVINCIA DE GALÁPAGOS";"2025-03-06";"2025-03-06";"462531";"462531";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2025-03-21";"ROGEL VILLACÍS JOSE LENÍN(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO DE LA NIÑEZ Y ADOLESCENCIA PARA LA PROTECCIÓN Y PROHIBICIÓN DE PROCEDIMIENTOS MÉDICOS IRREVERSIBLES RELACIONADOS CON LA MODIFICACION DEL SEXO EN MENORES DE EDAD";"2025-02-27";"2025-02-27";"462366";"4623366";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Protección Integral a Niñas, Niños y Adolescentes";"2025-03-17";"PASQUEL ANDRADE MARÍA TERESA DEL CARMEN(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA DE PROTECCIÓN INTEGRAL CONTRA LA VIOLENCIA VICARIA Y SUS EFECTOS";"2025-02-27";"2025-02-27";"AN-BCLR-2025-0021-M";"AN-BCLR-2025-0021-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Justicia y Estructura del Estado";"2025-03-21";"BERREZUETA CARRIÓN LEONARDO RENATO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY DE FINANCIAMIENTO DE CENTRALES SINDICALES EN ECUADOR";"2025-02-27";"2025-02-27";"AN-BCLR-2025-0020-M";"AN-BCLR-2025-0020-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2025-03-17";"BERREZUETA CARRIÓN LEONARDO RENATO(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA A LA LEY ORGÁNICA PARA LA PLANIFICACIOIN INTEGRAL DE LA CIRCUNSCRIPCION TERRITORIAL ESPECIAL AMAZONICA";"2025-02-27";"2025-02-27";"462387";"462387";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión del Derecho a la Salud y el Deporte";"2025-03-17";"RIVADENEIRA CALDERÓN ANDREA YALU(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGANICA REFORMATORIA A LA LEY ORGANICA PARA LA PLANIFICACIÓN Y DESARROLLO INTEGRAL DE LA CIRCUNSCRIPCIÓN TERRITORIAL ESPECIAL AMAZÓNICA PARA CAPACITACIÓN Y FORMACIÓN TÉCNICO PROFESIONAL DE MANO DE OBRA CALIFICADA";"2025-02-27";"2025-02-27";"462375";"462375";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Bodiversidad y Recursos Naturales";"2025-03-21";"FERNÁNDEZ ROSALES FAUSTO ARMANDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGANICA REFORMATORIA A LA CODIFICACION DE LA LEY ORGANICA DE EDUCACIÓN INTERCULTURAL";"2025-02-25";"2025-02-25";"462277";"462277";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No Asignado";null;"ARCE PLUAS ALEXANDRA MANUELA(ASAMBLEÍSTA)"
"PROYECTO DE LEY DE SALUD DIGITAL";"2025-02-20";"2025-02-20";"462148";"462148";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2025-03-17";"SALINAS OCHOA CAMILO AURELIO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFROMATORIA A LA LEY ORGÁNICA DE SEGURIDAD SOCIAL PARA LA JUBILACIÓN ESPECIAL PARA EL PERSONAL DE LOS CUERPOS DE BOMBEROS DEL ECUADOR";"2025-02-19";"2025-02-19";"462106";"462106";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión del Derecho al Trabajo y a la Seguridad Social";"2025-03-17";"ABAD MOROCHO MERCEDES LUZMILA(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA A LA LEY ORGÁNICA DE GARANTIAS JURISDICCIONALES Y CONTROL CONSTITUCIONAL";"2025-02-19";"2025-02-19";"462111";"462111";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Garantías Constitucionales, Derechos Humanos, Derechos Colectivos y la Interculturalidad";"2025-03-17";"PARRA VILLACIS JONATHAN EMANUEL(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO DE ORGANIZACIÓN TERRITORIAL, AUTONOMÍA Y DESCENTRALIZACIÓN PARA OTORGAR FUNCIONES A LAS VICEPREFECTAS Y A LOS VICEPREFECTOS";"2025-02-19";"2025-02-19";"462107";"462107";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Gobiernos Autónomos, Descentralización, Competencias y Organización del Territorio";"2025-03-17";"ABAD MOROCHO MERCEDES LUZMILA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LALEY ORGÁNICA DE EDUCACIÓN INTERCULTURAL";"2025-02-18";"2025-02-18";"462084";"462084";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales";"2025-03-24";"VERA PALACIOS OTTO SANTIAGO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA DE LA LEY ORGÁNICA DE SALUD PARA GARANTIZAR LA SEGURIDAD DEL PACIENTE";"2025-02-18";"2025-02-18";"462067";"462067";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No Asignado";null;"TAPIA ESCALANTE MANUEL HUMBERTO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE ECONOMÍA POPULAR Y SOLIDARIA PARA FORTALECER A LOS ACTORES DE LA ECONOMÍA POPULAR Y SOLIDARIA";"2025-02-07";"2025-02-07";"461547";"461547";"PROYECTO PRESENTADO";"No Asignado";null;"VACA GUTIÉRREZ CRISTOBAL RAFAEL(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PARA LA RESPUESTA AL VIH Y LA PREVENCIÓN, PROMOCIÓN Y PROTECCIÓN DE LOS DERECHOS HUMANOS DE LAS PERSONAS CON VIH Y POBLACIONES CLAVE";"2025-02-06";"2025-02-06";"461507";"461507";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Garantías Constitucionales, Derechos Humanos, Derechos Colectivos y la Interculturalidad";"2025-02-21";"CUESTA SANTANA ESTHER ADELINA(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA DE LA LEY QUE REGULA COMPAÑÍAS DE SALUD PREPAGADA Y DE ASISTENCIA MÉDICA";"2025-02-06";"2025-02-06";"461509";"461509";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión del Derecho a la Salud y el Deporte";"2025-02-21";"JUMBO QUICHIMBO GABRIELA NICOLE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA PARA LA IGUALDAD SALARIAL ENTRE MUJERES Y HOMBRES PARA FORTALECER LA DEFENSA DE LAS Y LOS TRABAJADORES";"2025-02-06";"2025-02-06";"461531";"461531";"PROYECTO PRESENTADO";"No Asignado";null;"GARZON RIVERA MARY SELENITA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PARA LA PROTECCIÓN DE LA MATERNIDAD, PATERNIDAD Y LA NUTRICIÓN INFANTIL EN EL ECUADOR";"2025-02-05";"2025-02-05";"461493";"461493";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Protección Integral a Niñas, Niños y Adolescentes";"2025-02-21";"CAYO UMAJINGA MARIA HORTENCIA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE EDUCACIÓN SUPERIOR";"2025-02-05";"2025-02-05";"461495";"461495";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales";"2025-02-21";"BORBOR ROSALES GRACE MARIE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL";"2025-02-05";"2025-02-05";"461490";"461490";"PROYECTO PRESENTADO";"No Asignado";null;"RODRIGUEZ BALAREZO JOSE MISAEL(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE EDUCACIÓN INTERCULTURAL";"2025-02-05";"2025-02-05";"461496";"461496";"RETIRADO";"No Asignado";null;"BORBOR ROSALES GRACE MARIE(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA AL CÓDIGO DE COMERCIO PARA FORTALECER LA PROTECCIÓN DEL DERECHO DE SALUD Y A UNA VIDA DIGNA DE PERSONAS CON ENFERMEDADES CATASTRÓFICAS O DE ALTA COMPLEJIDAD Y PERSONAS CON DISCAPACIDAD SUPERVINIENTE";"2025-02-04";"2025-02-04";"461450";"461450";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Régimen Económico y Tributario y su Regulación y Control";"2025-02-21";"ARROYO CABEZA JORDÁN JOSUÉ(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE CARRERA SANITARIA";"2025-02-04";"2025-02-04";"461459";"461459";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No Asignado";null;"MACAS POMA GINA ELIZABETH(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA DE LA LEY ORGÁNICA DE EDUCACIÓN SUPERIOR PARA FORTALECER A LA UNIVERSIDAD DE POSGRADO DEL ESTADO ECUATORIANO";"2025-02-04";"2025-02-04";"461461";"461461";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales";"2025-02-21";"CUESTA SANTANA ESTHER ADELINA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA DE LA LEY ORGÁNICA ELECTORAL Y DE ORGANIZACIONES POLÍTICAS DE LA REPÚBLICA DEL ECUADOR, CÓDIGO DE LA DEMOCRACIA";"2025-02-04";"2025-02-04";"461462";"461462";"PROYECTO PRESENTADO";"No Asignado";null;"PAZMIÑO CHAVEZ ERNESTO DAMIAN(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE LA LOSEP";"2025-02-04";"2025-02-04";"461452";"461452";"PROYECTO PRESENTADO";"No Asignado";null;"TORO SEGOVIA GLADYS JUDITH(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA DE RECONOCIMIENTO Y PROTECCIÓN DE LOS DERECHOS COLECTIVOS DEL PUEBLO AFROECUATORIANO";"2025-02-04";"2025-02-04";"461448";"461448";"PROYECTO PRESENTADO";"No Asignado";null;"CIFUENTES ESPINOSA ANA EULALIA(ASAMBLEÍSTA)"
"PROYECTO DE LEY DE CREACIÓN DE LA UNIVERSIDAD ESTATAL DEL CAÑAR";"2025-02-04";"2025-02-04";"461460";"461460";"INFORME PARA PRIMER DEBATE";"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales";"2025-02-21";"REGALADO MATUTE KAROL VALENTINA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE GARANTÍAS JURISDICCIONALES Y CONTROL CONSTITUCIONAL";"2025-01-29";"2025-01-29";"461346";"461346";"PROYECTO PRESENTADO";"No Asignado";null;"PAZMIÑO CHAVEZ ERNESTO DAMIAN(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA AL CÓDIGO DEL TRABAJO PARA EL CÁLCULO JUSTO DE LA INDEMINIZACIÓN POR DESPIDO INTEMPESTIVO";"2025-01-27";"2025-01-29";"461340";"461340";"PROYECTO PRESENTADO";"No Asignado";null;"ARMIJO GARCIA CINTHYA DANIELA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO DE LA NIÑEZ Y ADOLESCENCIA PARA PROPICIAR PROCESOS DE ADOPCIÓN MÁS EFICIENTES RESPETANDO EL PRINCIPIO FUNDAMENTAL DEL INTERÉS SUPERIOR DEL NIÑO";"2025-01-29";"2025-01-29";"461337";"461337";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Protección Integral a Niñas, Niños y Adolescentes";"2025-02-13";"ROBLES RIVERA NORMA FERNANDA(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA AL CÓDIGO CIVIL PARA LA PROTECCIÓN INTEGRAL DEL PATRIMONIO FAMILIAR";"2025-01-23";"2025-01-23";"461225";"461225";"PROYECTO PRESENTADO";"No Asignado";null;"GARZON RIVERA MARY SELENITA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PARA IMPULSAR LA ECONOMÍA DE LAS MUJERES EMPRENDEDORAS";"2025-01-23";"2025-01-23";"461230";"T. SGJ-25-0039";"REGISTRO OFICIAL";"Comisión de Transparencia, Participación Ciudadana y Control Social";"2025-01-26";"NOBOA AZIN DANIEL ROY-GILCHRIST(PRESIDENCIA DE LA REPÚBLICA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE ECONOMÍA POPULAR Y SOLIDARIA PARA FORTALECER LOS DERECHOS DE PARTICIPACIÓN DE LAS MINORÍAS EN LAS ORGANIZACIONES SOCIALES";"2025-01-23";"2025-01-23";"461226";"461226";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2025-02-13";"GARZON RIVERA MARY SELENITA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA ELECTORAL Y DE ORGANIZACIONES POLÍTICAS, CÓDIGO DE LA DEMOCRACIA";"2025-06-01";"2025-01-07";"460980";"460980";"PROYECTO PRESENTADO";"No Asignado";null;"RAMOS CÁCERES DANIEL GUSTAVO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA DE COOPERACIÓN Y APOYO ENTRE LOS CENTROS DE PRIVACIÓN DE LIBERTAD Y LAS INSTITUCIONES PÚBLICAS DEL ECUADOR";"2025-01-04";"2025-01-04";"AN-HGAC-2025-0003-M";"AN-HGAC-2025-0003-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Soberanía, Integración y Seguridad Integral";"2025-03-21";"HERRERA GÓMEZ ANA CECILIA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO DE ORGANIZACIÓN TERRITORIAL, AUTONOMÍA Y DESCENTRALIZACIÓN";"2024-12-27";"2024-12-27";"460772";"460772";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Gobiernos Autónomos, Descentralización, Competencias y Organización del Territorio";"2025-02-13";"MOLINA MENÉNDEZ MARÍA GABRIELA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PARA EL DESARROLLO INTEGRAL Y EQUITATIVO POST-EXTRACTIVISTA DE LA CIRCUNSCRIPCIÓN TERRITORIAL ESPECIAL AMAZÓNICA";"2024-12-27";"2024-12-27";"460746";"460746";"RETIRADO";"Comisión de Bodiversidad y Recursos Naturales";"2025-02-13";"VALLADAREZ GONZÁLEZ HÉCTOR GUILLERMO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA PARA LA PLANIFICACIÓN Y DESARROLLO INTEGRAL DE LA CIRCUNSCRIPCIÓN TERRITORIAL ESPECIAL AMAZÓNICA PARA LA PARTICIPACIÓN DE PUEBLOS Y NACIONALIDADES INDÍGENAS";"2024-12-27";"2024-12-27";"460775";"460775";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Bodiversidad y Recursos Naturales";"2025-02-13";"WISUM SAANT PAYAR CELESTINO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA DE CELERIDAD PROCESAL DE LAS ACCIONES EJERCIDAS POR SERVIDORES PÚBLICOS";"2024-12-26";"2024-12-27";"460739";"460739";"PROYECTO PRESENTADO";"No Asignado";null;"BUESTAN CARABAJO PAÚL FERNANDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA DE LA LEY DEL SISTEMA ECUATORIANO DE LA CALIDAD";"2024-12-27";"2024-12-27";"460756";"460756";"PROYECTO PRESENTADO";"No Asignado";null;"CHÁVEZ ZAVALA PATRICIO ALBERTO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA DE LA LEY ORGÁNICA PARA LA REGULACIÓN Y CONTROL DEL TABACO";"2024-12-27";"2024-12-27";"460744";"460744";"PROYECTO PRESENTADO";"No Asignado";null;"POSSO NARANJO LUCIA ANABELLE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PARA LA HOMOLOGACIÓN DE UNIFORMES Y TECNOLOGÍAS DE VIGILANCIA EN LAS INSTITUCIONES DE SEGURIDAD PÚBLICA";"2024-12-26";"2024-12-26";"AN-VJJR-2024-0081-O";"AN-VJJR-2024-0081-O";"PROYECTO TRAMITADO EN PRIMER DEBATE";"Comisión de Soberanía, Integración y Seguridad Integral";"2025-02-13";"VELA JIMÉNEZ JOSÉ RAMIRO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL ""USO DE UNIFORMES DE LA POLICÍA NACIONAL, FUERZAS ARMADAS E INSTITUCIONES"" ESTABLECIDAS EN EL COESCOP PARA COMETIMIENTO DE DELITOS";"2024-12-23";"2024-12-23";"460633";"460633";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2025-04-22";"ALARCÓN BUENO INÉS MARGARITA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE CULTURA PARA EL FOMENTO DEL EMPLEO ARTÍSTICO Y PROMOCIÓN DE LA CULTURA DE PAZ";"2024-12-17";"2024-12-20";"460570";"460570";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales";"2025-02-13";"PASQUEL ANDRADE MARÍA TERESA DEL CARMEN(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE EDUCACIÓN INTERCULTURAL";"2024-12-20";"2024-12-20";"AN-BTMO-2024-0057-M";"AN-BTMO-2024-0057-M";"PROYECTO PRESENTADO";"No Asignado";null;"BOHÓRQUEZ TAPIA MANUEL OSWAL(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA ELECTORAL Y DE ORGANIZACIONES POLÍTICAS DE LA REPÚBLICA DEL ECUADOR - CÓDIGO DE LA DEMOCRACIA";"2024-12-19";"2024-12-19";"460467";"460467";"PROYECTO PRESENTADO";"No Asignado";null;"CRUZ ZAMBRANO CARLA MAGALY(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA A LA LEY ORGÁNICA DE DEFENSA DEL CONSUMIDOR";"2024-12-18";"2024-12-18";"460416";"460416";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2025-02-13";"POSSO NARANJO LUCIA ANABELLE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO DE LA FUNCIÓN JUDICIAL";"2024-12-18";"2024-12-18";"460417";"460417";"PROYECTO PRESENTADO";"No Asignado";null;"POSSO NARANJO LUCIA ANABELLE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA DEL CÓDIGO DE LA DEMOCRACIA EN GARANTÍA DE LA PARTICIPACIÓN POLÍTICA DE LAS PERSONAS ECUATORIANAS RETORNADAS";"2024-12-18";"2024-12-18";"460422";"460422";"PROYECTO PRESENTADO";"No Asignado";null;"CUESTA SANTANA ESTHER ADELINA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A VARIAS LEYES PARA GARANTIZAR LA FILIACIÓN DE LOS NIÑOS Y NIÑAS CONCEBIDOS A TRAVÉS DE MÉTODOS DE REPRODUCCIÓN ASISTIDA";"2024-12-18";"2024-12-18";"460451";"460451";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Protección Integral a Niñas, Niños y Adolescentes";"2025-02-13";"SALAZAR HIDALGO MÓNICA DE JESÚS(ASAMBLEÍSTA)/ HERRERA GÓMEZ ANA CECILIA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO MONETARIO Y FINANCIERO";"2024-12-18";"2024-12-18";"460428";"460428";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Régimen Económico y Tributario y su Regulación y Control";"2025-02-13";"HOLGUÍN NARANJO MARCELA PRISCILA(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA A LA LEY DE MINERÍA PARA PROMOVER LA REPARACIÓN EFICAZ DE LOS SECTORES AFECTADOS Y EL FOMENTO DE LA MINERÍA COMUNITARIA";"2024-12-18";"2024-12-18";"460440";"460440";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Bodiversidad y Recursos Naturales";"2025-02-13";"AROTINGO CUSHCAGUA ROSA MARGARITA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PARA LA ERRADICACIÓN DE LA POBREZA EN LA REPÚBLICA DEL ECUADOR";"2024-12-18";"2024-12-18";"460442";"460442";"PROYECTO PRESENTADO";"No Asignado";null;"ALVARADO CAMPI LUIS RICARDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA DEL CÓDIGO ORGÁNICO DE ORGANIZACIÓN TERRITORIAL, AUTONOMÍA Y DESCENTRALIZACIÓN PARA DEMOCRATIZAR LA PRESTACIÓN DE SERVICIOS DE CARÁCTER SOCIAL A GRUPOS DE ATENCIÓN PRIORITARIA A TRAVÉS DE LOS GOBIERNOS AUTÓNOMOS DESCENTRALIZADOS";"2024-12-18";"2024-12-18";"460421";"460421";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Gobiernos Autónomos, Descentralización, Competencias y Organización del Territorio";"2025-02-13";"NORIEGA DONOSO JAHIREN ELIZABETH(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DEL SERVICIO EXTERIOR PARA LA MODERNIZACIÓN, SIMPLIFICACIÓN DE TRÁMITES Y ATENCIÓN PRIORITARIA CONSULAR";"2024-12-17";"2024-12-18";"460424";"460424";"INFORME NO VINCULANTE UTL";"No Asignado";null;"LAVAYEN TAMAYO JOHNNY ALFREDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DEL SISTEMA NACIONAL DE CONTRATACIÓN PÚBLICA";"2024-12-18";"2024-12-18";"460420";"460420";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Régimen Económico y Tributario y su Regulación y Control";"2025-02-13";"SANMARTÍN PARRA FABIOLA MARIBEL(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA DE PROTECCIÓN A TRABAJADORES DE PLATAFORMAS DIGITALES DE SERVICIOS";"2024-12-18";"2024-12-18";"460348";"460348";"PROYECTO PRESENTADO";"No Asignado";null;"CORREA DELGADO PIERINA SARA MERCEDES(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE VIGILANCIA Y SEGURIDAD PRIVADA PARA LA INCLUSIÓN LABORAL DE MIGRANTES RETORNADOS Y RESIDENTES EXTRANJEROS";"2024-12-17";"2024-12-18";"460425";"460425";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión del Derecho al Trabajo y a la Seguridad Social";"2025-04-22";"LAVAYEN TAMAYO JOHNNY ALFREDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA ANTIACOSO TELEFÓNICO Y POR PLATAFORMA DE MENSAJERÍA INSTANTÁNEA Y SMS";"2024-12-18";"2024-12-18";"460488";"460488";"PROYECTO PRESENTADO";"No Asignado";null;"JARAMILLO ZURITA LUCÍA LIZBETH(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA AL CÓDIGO DEL TRABAJO";"2024-12-18";"2024-12-18";"460429";"460429";"PROYECTO PRESENTADO";"No Asignado";null;"HOLGUÍN NARANJO MARCELA PRISCILA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PARA DECLARAR EL 20 DE DICIEMBRE COMO DÍA NACIONAL DE LA BATALLA DE VERDELOMA";"2024-12-17";"2024-12-17";"460570";"460570";"PROYECTO PRESENTADO";"No Asignado";null;"SANMARTÍN PARRA FABIOLA MARIBEL(ASAMBLEÍSTA)"
